"A","Bilanca odhodkov","",""
"402","Izdatki za blago in storitve","806950 871555 871303 108,0 100,0",""
"420","Nakup in gradnja osnovnih sredstev","67581 32808 32808 48,6 100,0",""
"5889","Razvoj in raziskave","98064 57450 57450 58,6 100,0",""
"402","Izdatki za blago in storitve","98064 57450 57450 58,6 100,0",""
"5887","Sredstva za operativno delovanje","4383033 6060886 6060885 138,3 100,0",""
"402","Izdatki za blago in storitve","1511045 1483887 1483886 98,2 100,0",""
"412","Transferi neprofitnim organizacijam in ustanovam","0 200000 200000 - 100,0",""
"420","Nakup in gradnja osnovnih sredstev","2871988 4362999 4362999 151,9 100,0",""
"431","Investicijski transferi pravnim in fizičnim osebam, ki niso proračunski uporabniki","0 14000 14000 - 100,0",""
"5888","Usposabljanje in izobraževanje","911856 1177734 1177713 129,2 100,0",""
"402","Izdatki za blago in storitve","791443 1038528 1038507 131,2 100,0",""
"412","Transferi neprofitnim organizacijam in ustanovam","11684 10100 10100 86,4 100,0",""
"420","Nakup in gradnja osnovnih sredstev","108729 129106 129106 118,7 100,0",""
"110","Izobraževalni center IG","176765 317447 290389 164,3 91,5",""
"402","Izdatki za blago in storitve","166765 285247 258406 155,0 90,6",""
"420","Nakup in gradnja osnovnih sredstev","10000 32200 31983 319,8 99,3",""
"07031906","Delovanje sistema za zaščito, reševanje in pomoč","12128809 15243866 13786799 113,7 90,4",""
"7645","Gasilska zveza Slovenija","403534 460143 460143 114,0 100,0",""
"412","Transferi neprofitnim organizacijam in ustanovam","403534 460143 460143 114,0 100,0",""
"6278","Komisije, enote in štabi CZ","354584 352054 351971 99,3 100,0",""
"402","Izdatki za blago in storitve","354584 352054 351971 99,3 100,0",""
"6309","Sofinanciranje društev in drugih organizacij","6013142 6172457 6171420 102,6 100,0",""
"412","Transferi neprofitnim organizacijam in ustanovam","1840268 2361002 2359965 128,2 100,0",""
"413","Drugi tekoči domači transferi","132700 141822 141822 106,9 100,0",""
"431","Investicijski transferi pravnim in fizičnim osebam, ki niso proračunski uporabniki","3969874 3594956 3594956 90,6 100,0",""
"432","Investicijski transferi proračunskim uporabnikom","70300 74677 74677 106,2 100,0",""
"4791","Požarni sklad","5357549 8259212 6803265 127,0 82,4",""
"402","Izdatki za blago in storitve","405000 1086559 289650 71,5 26,7",""
"412","Transferi neprofitnim organizacijam in ustanovam","320000 458775 421515 131,7 91,9",""
"420","Nakup in gradnja osnovnih sredstev","882265 1650000 1038222 117,7 62,9",""
"431","Investicijski transferi pravnim in fizičnim osebam, ki niso proračunski uporabniki","0 10000 0 - 0,0",""
"432","Investicijski transferi proračunskim uporabnikom","3750284 5053879 5053879 134,8 100,0",""
"1913","Inšpektorat RS za varstvo pred naravnimi in drugimi nesrečami","2576980 2558680 2547473 98,9 99,6",""
"07","OBRAMBA IN UKREPI OB IZREDNIH DOGODKIH","2576980 2558680 2547473 98,9 99,6",""
"0703","Varstvo pred naravnimi in drugimi nesrečami","2576980 2558680 2547473 98,9 99,6",""
"07031907","Nadzor delovanja sistema varstva pred naravnimi in drugimi nesrečami","2576980 2558680 2547473 98,9 99,6",""
"4951","Plače","2100446 2150146 2141389 102,0 99,6",""
"400","Plače in drugi izdatki zaposlenim","1779217 1820969 1813438 101,9 99,6",""
"401","Prispevki delodajalcev za socialno varnost","282515 286888 285671 101,1 99,6",""
"402","Izdatki za blago in storitve","38714 42289 42280 109,2 100,0",""
"4955","Materialni stroški","188763 183851 181934 96,4 99,0",""
"402","Izdatki za blago in storitve","188763 183851 181934 96,4 99,0",""
"2036","Mednarodno sodelovanje","2500 940 939 37,6 99,9",""
"402","Izdatki za blago in storitve","2500 940 939 37,6 99,9",""
"4959","Oprema za redno dejavnost","251890 187222 187222 74,3 100,0",""
"420","Nakup in gradnja osnovnih sredstev","251890 187222 187222 74,3 100,0",""
"5892","Sredstva za operativno delovanje","33381 36521 35989 107,8 98,5",""
"402","Izdatki za blago in storitve","33381 36521 35989 107,8 98,5",""
"1914","Generalštab Slovenske vojske","446772864 434575966 428021162 95,8 98,5",""
"07","OBRAMBA IN UKREPI OB IZREDNIH DOGODKIH","446772864 434575966 428021162 95,8 98,5",""
"0702","Vojaška obramba in nacionalna varnost","446772864 434575966 428021162 95,8 98,5",""
"07021903","Zagotavljanje kadrovske pripravljenosti","242441626 249495472 248967067 102,7 99,8",""
"5866","Plače","199769870 205829370 205745328 103,0 100,0",""
"400","Plače in drugi izdatki zaposlenim","161108450 166047610 165976317 103,0 100,0",""
"401","Prispevki delodajalcev za socialno varnost","36366639 36957639 36945400 101,6 100,0",""
"402","Izdatki za blago in storitve","2294781 2824121 2823611 123,0 100,0",""
"6487","Plače in nadomestila pripadnikov SV v predstavništvih v tujini","5709472 6212601 6057866 106,1 97,5",""
"400","Plače in drugi izdatki zaposlenim","3984577 4349937 4199564 105,4 96,5",""
"402","Izdatki za blago in storitve","1724895 1862664 1858302 107,7 99,8",""
"5845","Plače pripadnikom SV v operacijah kriznega odzivanja","16304680 18415080 18280411 112,1 99,3",""
"400","Plače in drugi izdatki zaposlenim","16304680 18415080 18280411 112,1 99,3",""
"6496","Izobraževanje in usposabljanje posameznikov","5767552 5808456 5678105 98,5 97,8",""
"402","Izdatki za blago in storitve","5767552 5808456 5678105 98,5 97,8",""
"5915","Nadomestila in pripravljenost pogodbene rezerve","5549552 5012142 4998997 90,1 99,7",""
"402","Izdatki za blago in storitve","5549552 5012142 4998997 90,1 99,7",""
"6766","Osebna oprema in izdatki za osebje","9340500 8217823 8206361 87,9 99,9",""
"402","Izdatki za blago in storitve","9340500 8217823 8206361 87,9 99,9",""
"07021904","Operativno delovanje in vzdrževanje pripravljenosti","88021789 92978932 91285542 103,7 98,2",""
"5802","Delovanje Slovenske vojske v RS","22437559 24447242 23944363 106,7 97,9",""
"402","Izdatki za blago in storitve","22418629 24439921 23937042 106,8 97,9",""
"411","Transferi posameznikom in gospodinjstvom","18930 7321 7321 38,7 100,0",""
"6409","Delovanje v operacijah kriznega odzivanja","6613350 5808909 5773513 87,3 99,4",""
"402","Izdatki za blago in storitve","6613350 5808909 5773513 87,3 99,4",""
"402","Izdatki za blago in storitve","3505340 3159721 3117895 89,0 98,7",""
"402","Izdatki za blago in storitve","7931150 8674768 8612722 108,6 99,3",""
"5859","Oprema za operativno delovanje","11100095 10261613 10261242 92,4 100,0",""
"402","Izdatki za blago in storitve","11100095 10261613 10261242 92,4 100,0",""
"6474","Usposabljanje in vaje","3163620 3608209 3576034 113,0 99,1",""
"402","Izdatki za blago in storitve","3163620 3608209 3576034 113,0 99,1",""
"6479","Vzdrževanje opreme, streliva in materialno tehničnih sredstev","23157366 25513422 25467107 110,0 99,8",""
"402","Izdatki za blago in storitve","23157366 25513422 25467107 110,0 99,8",""
"6770","Vzdrževanje vojaške infrastrukture","8890950 9227834 9224982 103,8 100,0",""
"402","Izdatki za blago in storitve","8890950 9227834 9224982 103,8 100,0",""
"181","Lastna dejavnost SV - logistična oskrba","8346 0 0 0,0 -",""
"402","Izdatki za blago in storitve","8346 0 0 0,0 -",""
"166","Letalski prevozi","16692 0 0 0,0 -",""
"402","Izdatki za blago in storitve","16692 0 0 0,0 -",""
"111","Vadbeni center Pokljuka","195819 176353 144838 74,0 82,1",""
"402","Izdatki za blago in storitve","195819 176353 144838 74,0 82,1",""
"7905","Oddaja premičnin (Falcon) - sredstva najemnine","1001502 2100861 1162848 116,1 55,4",""
"402","Izdatki za blago in storitve","1001502 2100861 1162848 116,1 55,4",""
"07021905","Zagotavljanje oborožitvenih in infrastrukturnih zmogljivosti","99503812 70112106 66278582 66,6 94,5",""
"5902","Konstrukcije in infrastruktura","22176046 23983155 23504415 106,0 98,0",""
"402","Izdatki za blago in storitve","22176046 23983155 23504415 106,0 98,0",""
"402","Izdatki za blago in storitve","25510285 19735061 19535580 76,6 99,0",""
"402","Izdatki za blago in storitve","51817481 26393890 23238586 44,9 88,1",""
"07021906","Finančna podpora organizacijam posebnega pomena za obrambo","16805637 21989456 21489970 127,9 97,7",""
"5865","Civilno vojaško sodelovanje","1664608 1739374 1678895 100,9 96,5",""
"402","Izdatki za blago in storitve","834608 568374 562515 67,4 99,0",""
"412","Transferi neprofitnim organizacijam in ustanovam","0 67000 67000 - 100,0",""
"432","Investicijski transferi proračunskim uporabnikom","830000 1104000 1049381 126,4 95,1",""
"5800","Prispevek v Nato vojaški proračun","2285470 1995870 1995766 87,3 100,0",""
"414","Tekoči transferi v tujino","2285470 1995870 1995766 87,3 100,0",""
"5834","Prispevki EU in skupnim projektom","12564183 17947836 17508934 139,4 97,6",""
"414","Tekoči transferi v tujino","12564183 17947836 17508934 139,4 97,6",""
"4236","Zveza slovenskih častnikov","291376 306376 306376 105,2 100,0",""
"412","Transferi neprofitnim organizacijam in ustanovam","291376 306376 306376 105,2 100,0",""
"1915","Inšpektorat RS za obrambo","1126690 1087690 1078319 95,7 99,1",""
"07","OBRAMBA IN UKREPI OB IZREDNIH DOGODKIH","1126690 1087690 1078319 95,7 99,1",""
"0701","Splošne in skupne funkcije","1126690 1087690 1078319 95,7 99,1",""
"07011901","Urejanje skupnih funkcij na področju obrambe","1126690 1087690 1078319 95,7 99,1",""
"2039","Plače","979149 954149 949322 97,0 99,5",""
"400","Plače in drugi izdatki zaposlenim","801033 769013 766621 95,7 99,7",""
"401","Prispevki delodajalcev za socialno varnost","151998 156668 154403 101,6 98,6",""
"402","Izdatki za blago in storitve","26118 28468 28299 108,4 99,4",""
"2042","Materialni stroški","37561 34161 33776 89,9 98,9",""
"402","Izdatki za blago in storitve","37561 34161 33776 89,9 98,9",""
"2041","Mednarodno sodelovanje","16500 5800 3776 22,9 65,1",""
"402","Izdatki za blago in storitve","16500 5800 3776 22,9 65,1",""
"2040","Sredstva za operativno delovanje","93480 93580 91445 97,8 97,7",""
"402","Izdatki za blago in storitve","19000 20000 19512 102,7 97,6",""
"420","Nakup in gradnja osnovnih sredstev","74480 73580 71933 96,6 97,8",""
"20","MINISTRSTVO ZA PRAVOSODJE","54655392 63177460 60561143 110,8 95,9",""
"2011","Ministrstvo za pravosodje","23240503 30923142 28380945 122,1 91,8",""
"02","EKONOMSKA IN FISKALNA ADMINISTRACIJA","50062 42553 28074 56,1 66,0",""
"0205","Privatizacija in nadzor","50062 42553 28074 56,1 66,0",""
"02052001","Denacionalizacija","50062 42553 28074 56,1 66,0",""
"2356","Študije in analize","50062 42553 28074 56,1 66,0",""
"402","Izdatki za blago in storitve","50062 42553 28074 56,1 66,0",""
"03","ZUNANJA POLITIKA IN MEDNARODNA POMOČ","289137 624083 623964 215,8 100,0",""
"0304","Predsedovanje EU","289137 624083 623964 215,8 100,0",""
"03042001","Predsedovanje EU","289137 624083 623964 215,8 100,0",""
"5504","Predsedovanje EU","289137 582083 582041 201,3 100,0",""
"400","Plače in drugi izdatki zaposlenim","132635 249831 249831 188,4 100,0",""
"401","Prispevki delodajalcev za socialno varnost","21820 39154 39154 179,4 100,0",""
"402","Izdatki za blago in storitve","134682 293098 293056 217,6 100,0",""
"9327","Predsedovanje EU - donacija","0 42000 41923 - 99,8",""
"402","Izdatki za blago in storitve","0 42000 41923 - 99,8",""
"09","PRAVOSODJE","22830504 30185707 27682957 121,3 91,7",""
"0901","Koordinacija pravosodja in splošne administrativne zadeve","22830504 30185707 27682957 121,3 91,7",""
"09012001","Urejanje področja pravosodja","8200507 9296577 8949414 109,1 96,3",""
"3010","Plače","5284013 5456199 5440214 103,0 99,7",""
"400","Plače in drugi izdatki zaposlenim","4537978 4623979 4609375 101,6 99,7",""
"401","Prispevki delodajalcev za socialno varnost","670697 725434 724053 108,0 99,8",""
"402","Izdatki za blago in storitve","75338 106786 106786 141,7 100,0",""
"3334","Materialni stroški","1150699 1533737 1500657 130,4 97,8",""
"402","Izdatki za blago in storitve","1150699 1533737 1500657 130,4 97,8",""
"7447","Investicije in investicijsko vzdrževanje državnih organov (v Ministrstvu za pravosodje)","1156262 1403687 1385843 119,9 98,7",""
"402","Izdatki za blago in storitve","134920 722191 713462 528,8 98,8",""
"420","Nakup in gradnja osnovnih sredstev","1021342 681495 672381 65,8 98,7",""
"2159","Odnosi z javnostmi","18346 18546 18508 100,9 99,8",""
"402","Izdatki za blago in storitve","18346 18546 18508 100,9 99,8",""
"2165","Poprava krivic in narodna sprava","233435 523535 514681 220,5 98,3",""
"402","Izdatki za blago in storitve","233435 269435 260595 111,6 96,7",""
"413","Drugi tekoči domači transferi","0 254100 254086 - 100,0",""
"48","Počitniška dejavnost","29021 28931 24272 83,6 83,9",""
"402","Izdatki za blago in storitve","20651 23649 18990 92,0 80,3",""
"420","Nakup in gradnja osnovnih sredstev","8370 5282 5282 63,1 100,0",""
"186","Publikacije - poprava krivic","0 3210 15 - 0,5",""
"402","Izdatki za blago in storitve","0 3210 15 - 0,5",""
"400","Plače in drugi izdatki zaposlenim","151921 105776 37686 24,8 35,6",""
"401","Prispevki delodajalcev za socialno varnost","0 19116 6117 - 32,0",""
"402","Izdatki za blago in storitve","0 27029 11637 - 43,1",""
"400","Plače in drugi izdatki zaposlenim","26810 18666 6651 24,8 35,6",""
"401","Prispevki delodajalcev za socialno varnost","0 3373 1080 - 32,0",""
"402","Izdatki za blago in storitve","0 4770 2054 - 43,1",""
"420","Nakup in gradnja osnovnih sredstev","127500 127500 0 0,0 0,0",""
"9281","Mednarodna kazenska evidenca - 07-13 - slovenska udeležba","22500 22500 0 0,0 0,0",""
"420","Nakup in gradnja osnovnih sredstev","22500 22500 0 0,0 0,0",""
"09012002","Splošne storitve za pravosodne organe","13234448 19274397 17280816 130,6 89,7",""
"2987","Investicije in investicijsko vzdrževanje zgradb pravosodnih organov","5733813 11005131 10687686 186,4 97,1",""
"402","Izdatki za blago in storitve","205847 539139 526411 255,7 97,6",""
"420","Nakup in gradnja osnovnih sredstev","5527966 10465991 10161275 183,8 97,1",""
"3658","Drugi odhodki za delo na drugih področjih","44173 27096 27096 61,3 100,0",""
"402","Izdatki za blago in storitve","44173 27096 27096 61,3 100,0",""
"402","Izdatki za blago in storitve","5960349 6553130 6551580 109,9 100,0",""
"420","Nakup in gradnja osnovnih sredstev","78813 37065 0 0,0 0,0",""
"8951","Osnovna sredstva - sredstva odškodnine","0 6683 0 - 0,0",""
"402","Izdatki za blago in storitve","0 4857 0 - 0,0",""
"420","Nakup in gradnja osnovnih sredstev","0 1826 0 - 0,0",""
"7986","Stvarno premoženje - sredstva najemnine","47300 275293 10075 21,3 3,7",""
"402","Izdatki za blago in storitve","47300 115972 3791 8,0 3,3",""
"420","Nakup in gradnja osnovnih sredstev","0 159321 6284 - 3,9",""
"9233","Modernizacija pravosodnega sistema-e pravosodje - 07-13 - EU","1164500 1164500 3723 0,3 0,3",""
"402","Izdatki za blago in storitve","425000 1164500 3723 0,9 0,3",""
"420","Nakup in gradnja osnovnih sredstev","739500 0 0 0,0 -",""
"9245","Modernizacija pravosodnega sistema-e pravosodje - 07-13 - slovenska udeležba","205500 205500 657 0,3 0,3",""
"402","Izdatki za blago in storitve","75000 205500 657 0,9 0,3",""
"420","Nakup in gradnja osnovnih sredstev","130500 0 0 0,0 -",""
"09012003","Oblikovanje in izvajanje politike v pravosodju","123992 142591 141187 113,9 99,0",""
"1241","Priprava zakonodaje","101618 101618 100479 98,9 98,9",""
"402","Izdatki za blago in storitve","101618 101618 100479 98,9 98,9",""
"2167","Program razvoja pravosodnega sistema","20288 38887 38669 190,6 99,4",""
"402","Izdatki za blago in storitve","20288 38887 38669 190,6 99,4",""
"8777","Strokovne naloge v zvezi z dodelitvijo in odvzemom licenc steč. uprav. in izvršit. ter stroški revizij mnenj sodnih cenilcev in izvedencev","2086 2086 2039 97,7 97,7",""
"402","Izdatki za blago in storitve","2086 2086 2039 97,7 97,7",""
"09012004","Strokovno izpopolnjevanje v pravosodju","812253 935906 790544 97,3 84,5",""
"6758","Pravniški državni izpiti in drugi stroški preizkusov znanja","232744 212744 211635 90,9 99,5",""
"402","Izdatki za blago in storitve","232744 212744 211635 90,9 99,5",""
"5250","Sredstva Centra za izobraževanje v pravosodju","380532 444484 442590 116,3 99,6",""
"402","Izdatki za blago in storitve","380532 444484 442590 116,3 99,6",""
"234","Izpiti za sodne cenilce in izvedence","26000 83870 76728 295,1 91,5",""
"402","Izdatki za blago in storitve","26000 83870 76728 295,1 91,5",""
"243","Izvršitelji","12500 1902 1095 8,8 57,6",""
"402","Izdatki za blago in storitve","12500 1902 1095 8,8 57,6",""
"185","Kolokviji - pravniški državni izpiti","0 1080 949 - 87,9",""
"402","Izdatki za blago in storitve","0 1080 949 - 87,9",""
"54","Pravosodni bilten","10000 42557 26945 269,5 63,3",""
"402","Izdatki za blago in storitve","10000 42557 26945 269,5 63,3",""
"242","Stečajni upravitelji","2200 992 980 44,5 98,8",""
"402","Izdatki za blago in storitve","2200 992 980 44,5 98,8",""
"9264","Izobraževanje v pravosodju - 07-13 - EU","126277 126277 29622 23,5 23,5",""
"400","Plače in drugi izdatki zaposlenim","0 26310 14088 - 53,5",""
"401","Prispevki delodajalcev za socialno varnost","0 2670 2249 - 84,2",""
"402","Izdatki za blago in storitve","123527 94547 11240 9,1 11,9",""
"420","Nakup in gradnja osnovnih sredstev","2750 2750 2045 74,4 74,4",""
"9280","Izobraževanju v pravosodju - 07-13 - slovenska udeležba","22000 22000 0 0,0 0,0",""
"402","Izdatki za blago in storitve","22000 22000 0 0,0 0,0",""
"09012006","Mednarodno pravno sodelovanje","459304 536236 520997 113,4 97,2",""
"6552","Civilne misije","2086 18 0 0,0 0,0",""
"402","Izdatki za blago in storitve","2086 18 0 0,0 0,0",""
"2158","Mednarodno sodelovanje","84950 163950 161411 190,0 98,5",""
"402","Izdatki za blago in storitve","84950 163950 161411 190,0 98,5",""
