"A","Bilanca odhodkov","",""
"414","Tekoči transferi v tujino","2227292 1763325 1763272 79,2 100,0",""
"7639","Projekti civilno vojaškega sodelovanja","317360 254763 240805 75,9 94,5",""
"400","Plače in drugi izdatki zaposlenim","229370 174870 161214 70,3 92,2",""
"402","Izdatki za blago in storitve","62990 66428 66128 105,0 99,6",""
"414","Tekoči transferi v tujino","0 9373 9372 - 100,0",""
"431","Investicijski transferi pravnim in fizičnim osebam, ki niso proračunski uporabniki","25000 4092 4091 16,4 100,0",""
"07011904","Upravljanje z državnim premoženjem","9009029 14610977 6004876 66,7 41,1",""
"8376","Nepremičnine - sredstva od prodaje državnega premoženja","6000000 11257774 3442095 57,4 30,6",""
"402","Izdatki za blago in storitve","2700000 7348950 1834396 67,9 25,0",""
"420","Nakup in gradnja osnovnih sredstev","3300000 3907578 1607700 48,7 41,1",""
"432","Investicijski transferi proračunskim uporabnikom","0 1247 0 - 0,0",""
"8410","Premičnine - sredstva od prodaje državnega premoženja","1137557 189538 139335 12,3 73,5",""
"402","Izdatki za blago in storitve","1104038 96203 50457 4,6 52,5",""
"420","Nakup in gradnja osnovnih sredstev","33519 93335 88878 265,2 95,2",""
"8411","Zavarovalnica- sredstva odškodnine","54248 231291 196244 361,8 84,9",""
"402","Izdatki za blago in storitve","54248 186790 159101 293,3 85,2",""
"420","Nakup in gradnja osnovnih sredstev","0 44500 37143 - 83,5",""
"7808","Oddaja poslovnih prostorov - sredstva najemnine","312969 297817 109420 35,0 36,7",""
"402","Izdatki za blago in storitve","0 207184 36140 - 17,4",""
"420","Nakup in gradnja osnovnih sredstev","312969 90632 73279 23,4 80,9",""
"7838","Oddaja službenih stanovanj - sredstva najemnine","1502255 2630332 2114295 140,7 80,4",""
"402","Izdatki za blago in storitve","417294 1891626 1401979 336,0 74,1",""
"420","Nakup in gradnja osnovnih sredstev","1084961 738706 712316 65,7 96,4",""
"7572","Oddaja telekomunikacijskih objektov - sredstva najemnine","2000 4225 3487 174,4 82,5",""
"402","Izdatki za blago in storitve","2000 4225 3487 174,4 82,5",""
"1912","Uprava RS za zaščito in reševanje","33973679 38265240 36551930 107,6 95,5",""
"07","OBRAMBA IN UKREPI OB IZREDNIH DOGODKIH","33973679 38265240 36551930 107,6 95,5",""
"0703","Varstvo pred naravnimi in drugimi nesrečami","",""
"07031904","Mednarodno sodelovanje","669485 622993 609221 91,0 97,8",""
"2152","Mednarodni sklad za odstranjevanje min","379736 379736 379736 100,0 100,0",""
"412","Transferi neprofitnim organizacijam in ustanovam","379736 379736 379736 100,0 100,0",""
"8833","Mednarodno sodelovanje","289749 243257 229485 79,2 94,3",""
"400","Plače in drugi izdatki zaposlenim","55349 37107 28713 51,9 77,4",""
"402","Izdatki za blago in storitve","234400 206150 200772 85,7 97,4",""
"07031905","Pripravljenost sistema za zaščito, reševanje in pomoč","20577823 20767646 20663130 100,4 99,5",""
"4921","Plače","9231058 9369300 9349236 101,3 99,8",""
"400","Plače in drugi izdatki zaposlenim","7903390 7926831 7908190 100,1 99,8",""
"401","Prispevki delodajalcev za socialno varnost","1327668 1442469 1441046 108,5 99,9",""
"4925","Materialni stroški","1178871 1268957 1268661 107,6 100,0",""
"402","Izdatki za blago in storitve","1178871 1268957 1268661 107,6 100,0",""
"6551","Delovanje Izobraževalnega centra za zaščito in reševanje","509631 524262 522012 102,4 99,6",""
"402","Izdatki za blago in storitve","413050 479037 477718 115,7 99,7",""
"420","Nakup in gradnja osnovnih sredstev","96581 45225 44294 45,9 97,9",""
"5844","Državne rezerve in oprema enot za zaščito in reševanje","1219500 1086099 1086098 89,1 100,0",""
"402","Izdatki za blago in storitve","616672 490978 490977 79,6 100,0",""
"420","Nakup in gradnja osnovnih sredstev","602828 595121 595121 98,7 100,0",""
"402","Izdatki za blago in storitve","63086 78647 78647 124,7 100,0",""
"420","Nakup in gradnja osnovnih sredstev","1705097 1298593 1298593 76,2 100,0",""
"5843","Izpostave URSZR","826009 843744 840443 101,8 99,6",""
"402","Izdatki za blago in storitve","803069 819428 816128 101,6 99,6",""
"420","Nakup in gradnja osnovnih sredstev","22940 24316 24316 106,0 100,0",""
"5889","Razvoj in raziskave","71611 45659 45659 63,8 100,0",""
"402","Izdatki za blago in storitve","25611 0 0 0,0 -",""
"420","Nakup in gradnja osnovnih sredstev","46000 45659 45659 99,3 100,0",""
"5887","Sredstva za operativno delovanje","4918744 5068829 5068654 103,1 100,0",""
"402","Izdatki za blago in storitve","1221843 1052978 1052803 86,2 100,0",""
"412","Transferi neprofitnim organizacijam in ustanovam","326000 0 0 0,0 -",""
"420","Nakup in gradnja osnovnih sredstev","3370901 4015851 4015851 119,1 100,0",""
"5888","Usposabljanje in izobraževanje","673032 871915 864703 128,5 99,2",""
"402","Izdatki za blago in storitve","623032 814497 809928 130,0 99,4",""
"412","Transferi neprofitnim organizacijam in ustanovam","0 8600 8600 - 100,0",""
"420","Nakup in gradnja osnovnih sredstev","50000 48818 46175 92,4 94,6",""
"110","Izobraževalni center IG","181184 311642 240424 132,7 77,2",""
"402","Izdatki za blago in storitve","174684 305910 234692 134,4 76,7",""
"420","Nakup in gradnja osnovnih sredstev","6500 5732 5731 88,2 100,0",""
"07031906","Delovanje sistema za zaščito, reševanje in pomoč","12726371 16874601 15279579 120,1 90,6",""
"7645","Gasilska zveza Slovenija","540143 584023 584023 108,1 100,0",""
"412","Transferi neprofitnim organizacijam in ustanovam","540143 584023 584023 108,1 100,0",""
"6278","Komisije, enote in štabi CZ","336400 405519 405500 120,5 100,0",""
"402","Izdatki za blago in storitve","336400 405519 405500 120,5 100,0",""
"6309","Sofinanciranje društev in drugih organizacij","6358342 7298471 7298471 114,8 100,0",""
"412","Transferi neprofitnim organizacijam in ustanovam","1915985 3479361 3479361 181,6 100,0",""
"413","Drugi tekoči domači transferi","147658 147658 147658 100,0 100,0",""
"431","Investicijski transferi pravnim in fizičnim osebam, ki niso proračunski uporabniki","4236180 3601496 3601496 85,0 100,0",""
"432","Investicijski transferi proračunskim uporabnikom","58519 69956 69956 119,5 100,0",""
"4791","Požarni sklad","5491486 8586589 6991586 127,3 81,4",""
"402","Izdatki za blago in storitve","145532 1602858 311363 214,0 19,4",""
"412","Transferi neprofitnim organizacijam in ustanovam","103651 671560 503983 486,2 75,1",""
"420","Nakup in gradnja osnovnih sredstev","1398163 1111778 987846 70,7 88,9",""
"431","Investicijski transferi pravnim in fizičnim osebam, ki niso proračunski uporabniki","100 10000 0 0,0 0,0",""
"432","Investicijski transferi proračunskim uporabnikom","3844040 5190393 5188394 135,0 100,0",""
"1913","Inšpektorat RS za varstvo pred naravnimi in drugimi nesrečami","2422549 2296649 2285791 94,4 99,5",""
"07","OBRAMBA IN UKREPI OB IZREDNIH DOGODKIH","2422549 2296649 2285791 94,4 99,5",""
"0703","Varstvo pred naravnimi in drugimi nesrečami","2422549 2296649 2285791 94,4 99,5",""
"07031907","Nadzor delovanja sistema varstva pred naravnimi in drugimi nesrečami","2422549 2296649 2285791 94,4 99,5",""
"4951","Plače","2080673 2020773 2016149 96,9 99,8",""
"400","Plače in drugi izdatki zaposlenim","1792981 1740526 1736129 96,8 99,8",""
"401","Prispevki delodajalcev za socialno varnost","287692 280247 280021 97,3 99,9",""
"4955","Materialni stroški","211084 175764 170234 80,7 96,9",""
"402","Izdatki za blago in storitve","211084 175764 170234 80,7 96,9",""
"2036","Mednarodno sodelovanje","2400 670 669 27,9 99,9",""
"402","Izdatki za blago in storitve","2400 670 669 27,9 99,9",""
"4959","Oprema za redno dejavnost","86042 49072 49003 57,0 99,9",""
"420","Nakup in gradnja osnovnih sredstev","86042 49072 49003 57,0 99,9",""
"5892","Sredstva za operativno delovanje","42350 50370 49736 117,4 98,7",""
"402","Izdatki za blago in storitve","42350 50370 49736 117,4 98,7",""
"1914","Generalštab Slovenske vojske","442908713 443558267 441585828 99,7 99,6",""
"07","OBRAMBA IN UKREPI OB IZREDNIH DOGODKIH","442908713 443558267 441585828 99,7 99,6",""
"0702","Vojaška obramba in nacionalna varnost","442908713 443558267 441585828 99,7 99,6",""
"07021903","Zagotavljanje kadrovske pripravljenosti","258759778 267812000 266745490 103,1 99,6",""
"5866","Plače","209411856 217387856 216978492 103,6 99,8",""
"400","Plače in drugi izdatki zaposlenim","169878703 177002111 176669851 104,0 99,8",""
"401","Prispevki delodajalcev za socialno varnost","39533153 40385745 40308641 102,0 99,8",""
"6487","Plače in nadomestila pripadnikov SV v predstavništvih v tujini","6765118 7032297 6921971 102,3 98,4",""
"400","Plače in drugi izdatki zaposlenim","4066752 4883172 4785621 117,7 98,0",""
"402","Izdatki za blago in storitve","2698366 2149125 2136350 79,2 99,4",""
"5845","Plače pripadnikom SV v operacijah kriznega odzivanja","23097821 25297968 25043053 108,4 99,0",""
"400","Plače in drugi izdatki zaposlenim","23097821 25297968 25043053 108,4 99,0",""
"6496","Izobraževanje in usposabljanje posameznikov","5949131 5790961 5577292 93,8 96,3",""
"402","Izdatki za blago in storitve","5949131 5790961 5577292 93,8 96,3",""
"402","Izdatki za blago in storitve","5995952 5486616 5429878 90,6 99,0",""
"6766","Osebna oprema in izdatki za osebje","7539900 6816302 6794804 90,1 99,7",""
"402","Izdatki za blago in storitve","7539900 6816302 6794804 90,1 99,7",""
"07021904","Operativno delovanje in vzdrževanje pripravljenosti","90794855 85116202 84457384 93,0 99,2",""
"5802","Delovanje Slovenske vojske v RS","24776180 23099007 22787027 92,0 98,7",""
"402","Izdatki za blago in storitve","24755876 23098429 22786449 92,0 98,7",""
"411","Transferi posameznikom in gospodinjstvom","20304 578 578 2,8 99,9",""
"6409","Delovanje v operacijah kriznega odzivanja","6349600 6226900 6209164 97,8 99,7",""
"402","Izdatki za blago in storitve","6349600 6226900 6209164 97,8 99,7",""
"5899","Mednarodno sodelovanje","2371345 1745167 1672886 70,6 95,9",""
"402","Izdatki za blago in storitve","2371345 1745167 1672886 70,6 95,9",""
"2156","Nakup streliva","10616956 10906815 10901551 102,7 100,0",""
"402","Izdatki za blago in storitve","10616956 10906815 10901551 102,7 100,0",""
"5859","Oprema za operativno delovanje","8012000 6978949 6968440 87,0 99,9",""
"402","Izdatki za blago in storitve","8012000 6978949 6968440 87,0 99,9",""
"6474","Usposabljanje in vaje","4470620 3346020 3306341 74,0 98,8",""
"402","Izdatki za blago in storitve","4470620 3346020 3306341 74,0 98,8",""
"6479","Vzdrževanje opreme, streliva in materialno tehničnih sredstev","24807613 24522048 24487507 98,7 99,9",""
"402","Izdatki za blago in storitve","24807613 24522048 24487507 98,7 99,9",""
"6770","Vzdrževanje vojaške infrastrukture","8137623 7038824 6988757 85,9 99,3",""
"402","Izdatki za blago in storitve","8137623 7038824 6988757 85,9 99,3",""
"181","Lastna dejavnost SV - logistična oskrba","8346 2556 2325 27,9 91,0",""
"402","Izdatki za blago in storitve","8346 2556 2325 27,9 91,0",""
"166","Letalski prevozi","36692 0 0 0,0 -",""
"402","Izdatki za blago in storitve","36692 0 0 0,0 -",""
"111","Vadbeni center Pokljuka","206378 188568 162472 78,7 86,2",""
"402","Izdatki za blago in storitve","206378 188568 162472 78,7 86,2",""
"9374","Oddaja objektov in opreme SV - sredstva najemnine","0 29139 24170 - 83,0",""
"402","Izdatki za blago in storitve","0 29139 24170 - 83,0",""
"7905","Oddaja premičnin (Falcon) - sredstva najemnine","1001502 1032210 946744 94,5 91,7",""
"402","Izdatki za blago in storitve","1001502 1032210 946744 94,5 91,7",""
"07021905","Zagotavljanje oborožitvenih in infrastrukturnih zmogljivosti","82658073 81408963 81272383 98,3 99,8",""
"5902","Konstrukcije in infrastruktura","18150000 16320203 16210599 89,3 99,3",""
"402","Izdatki za blago in storitve","18150000 16320203 16210599 89,3 99,3",""
"5858","Modernizacija enot Slovenske vojske","19940201 18127587 18100695 90,8 99,9",""
"402","Izdatki za blago in storitve","19940201 18127587 18100695 90,8 99,9",""
"7642","Temeljni razvojni programi SV","44567872 46961173 46961088 105,4 100,0",""
"402","Izdatki za blago in storitve","44567872 46961173 46961088 105,4 100,0",""
"07021906","Finančna podpora organizacijam posebnega pomena za obrambo","10696007 9221103 9110572 85,2 98,8",""
"5865","Civilno vojaško sodelovanje","1145286 846433 735901 64,3 86,9",""
"402","Izdatki za blago in storitve","537286 242433 217002 40,4 89,5",""
"412","Transferi neprofitnim organizacijam in ustanovam","78000 74000 74000 94,9 100,0",""
"432","Investicijski transferi proračunskim uporabnikom","530000 530000 444900 83,9 83,9",""
"5800","Prispevek v Nato vojaški proračun","2478375 3081982 3081982 124,4 100,0",""
"414","Tekoči transferi v tujino","2478375 3081982 3081982 124,4 100,0",""
"5834","Prispevki EU in skupnim projektom","6810000 5056577 5056577 74,3 100,0",""
"414","Tekoči transferi v tujino","6810000 5056577 5056577 74,3 100,0",""
"4236","Zveza slovenskih častnikov","262346 236111 236111 90,0 100,0",""
"412","Transferi neprofitnim organizacijam in ustanovam","262346 236111 236111 90,0 100,0",""
"1915","Inšpektorat RS za obrambo","1037620 912700 911996 87,9 99,9",""
"07","OBRAMBA IN UKREPI OB IZREDNIH DOGODKIH","1037620 912700 911996 87,9 99,9",""
"0701","Splošne in skupne funkcije","1037620 912700 911996 87,9 99,9",""
"07011901","Urejanje skupnih funkcij na področju obrambe","1037620 912700 911996 87,9 99,9",""
"2039","Plače","951919 859119 858974 90,2 100,0",""
"400","Plače in drugi izdatki zaposlenim","774608 720401 720281 93,0 100,0",""
"401","Prispevki delodajalcev za socialno varnost","177311 138718 138693 78,2 100,0",""
"2042","Materialni stroški","28854 15564 15314 53,1 98,4",""
"402","Izdatki za blago in storitve","28854 15564 15314 53,1 98,4",""
"2041","Mednarodno sodelovanje","15341 7641 7595 49,5 99,4",""
"402","Izdatki za blago in storitve","15341 7641 7595 49,5 99,4",""
"2040","Sredstva za operativno delovanje","41506 30376 30112 72,6 99,1",""
"402","Izdatki za blago in storitve","17400 10670 10408 59,8 97,5",""
"420","Nakup in gradnja osnovnih sredstev","24106 19706 19705 81,7 100,0",""
"20","MINISTRSTVO ZA PRAVOSODJE","58675851 60386978 59026701 100,6 97,8",""
"2011","Ministrstvo za pravosodje","22403620 22491808 21328860 95,2 94,8",""
"02","EKONOMSKA IN FISKALNA ADMINISTRACIJA","30062 17062 14169 47,1 83,1",""
"0205","Privatizacija in nadzor","30062 17062 14169 47,1 83,1",""
"02052001","Denacionalizacija","30062 17062 14169 47,1 83,1",""
"2356","Študije in analize","30062 17062 14169 47,1 83,1",""
"402","Izdatki za blago in storitve","30062 17062 14169 47,1 83,1",""
"09","PRAVOSODJE","22323378 22447366 21287311 95,4 94,8",""
"0901","Koordinacija pravosodja in splošne administrativne zadeve","22323378 22447366 21287311 95,4 94,8",""
"09012001","Urejanje področja pravosodja","7866427 8209576 8066392 102,5 98,3",""
"3010","Plače","5448974 5593847 5493926 100,8 98,2",""
"400","Plače in drugi izdatki zaposlenim","4692994 4836189 4745910 101,1 98,1",""
"401","Prispevki delodajalcev za socialno varnost","755980 757658 748016 99,0 98,7",""
"3334","Materialni stroški","801532 1125587 1124606 140,3 99,9",""
"402","Izdatki za blago in storitve","801532 1125587 1124606 140,3 99,9",""
"7447","Investicije in investicijsko vzdrževanje državnih organov (v Ministrstvu za pravosodje)","624613 542806 542671 86,9 100,0",""
"402","Izdatki za blago in storitve","138320 209512 209378 151,4 99,9",""
"420","Nakup in gradnja osnovnih sredstev","486293 333294 333294 68,5 100,0",""
"2159","Odnosi z javnostmi","53680 10408 9699 18,1 93,2",""
"402","Izdatki za blago in storitve","53680 10408 9699 18,1 93,2",""
"2165","Poprava krivic in narodna sprava","108646 60146 58502 53,9 97,3",""
"402","Izdatki za blago in storitve","108646 60146 58502 53,9 97,3",""
"9505","Študijski center za narodno spravo","403550 396550 385255 95,5 97,2",""
"413","Drugi tekoči domači transferi","403550 396550 385255 95,5 97,2",""
"48","Počitniška dejavnost","29514 31452 25966 88,0 82,6",""
"402","Izdatki za blago in storitve","20514 23562 22385 109,1 95,0",""
"420","Nakup in gradnja osnovnih sredstev","9000 7890 3581 39,8 45,4",""
"186","Publikacije - poprava krivic","500 530 0 0,0 0,0",""
"402","Izdatki za blago in storitve","500 530 0 0,0 0,0",""
"7578","Tehnična pomoč ESS - 07-13 - EU","104784 149691 132143 126,1 88,3",""
"400","Plače in drugi izdatki zaposlenim","82009 127297 112007 136,6 88,0",""
"401","Prispevki delodajalcev za socialno varnost","12574 19000 17797 141,5 93,7",""
"402","Izdatki za blago in storitve","10200 3393 2338 22,9 68,9",""
"400","Plače in drugi izdatki zaposlenim","14472 22444 19766 136,6 88,1",""
"401","Prispevki delodajalcev za socialno varnost","2219 3315 3141 141,5 94,8",""
"402","Izdatki za blago in storitve","1800 658 413 22,9 62,7",""
"9265","Mednarodna kazenska evidenca - 07-13 - EU","190500 190500 189132 99,3 99,3",""
"402","Izdatki za blago in storitve","0 83735 82638 - 98,7",""
"420","Nakup in gradnja osnovnih sredstev","190500 106765 106494 55,9 99,8",""
"9281","Mednarodna kazenska evidenca - 07-13 - slovenska udeležba","81643 81643 81172 99,4 99,4",""
"402","Izdatki za blago in storitve","0 35938 35467 - 98,7",""
"420","Nakup in gradnja osnovnih sredstev","81643 45705 45705 56,0 100,0",""
"09012002","Splošne storitve za pravosodne organe","12804575 12573364 11698580 91,4 93,0",""
"2987","Investicije in investicijsko vzdrževanje zgradb pravosodnih organov","4589766 4054714 4052448 88,3 99,9",""
"402","Izdatki za blago in storitve","100020 172612 172612 172,6 100,0",""
